region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,YRI,NA18507,NA18507,-0.0585,-0.0204,0.0379,0.0143,-0.0289,0.0086,0.0002,0.0259,-0.0222,-0.0011,-0.0221,-0.0115,-0.0064,0.0065,0.0467
AFR,YRI,NA18508,NA18508,-0.062,-0.008,-0.0233,-0.0542,-0.028,-0.0148,-0.001,0.0024,-0.0024,-0.003,-0.0184,0.0036,0.0517,-0.0315,-0.0165
AFR,YRI,NA18510,NA18510,-0.0575,0.0007,-0.0409,0.0138,-0.0381,0.0112,-0.0261,-0.0036,0.0413,0.0278,-0.0048,-0.0348,0.0316,-0.0047,-0.0122
AFR,YRI,NA18511,NA18511,-0.0655,-0.0135,0.0165,-0.0007,-0.0026,0.015,0.0317,-0.0013,-0.0003,-0.0039,-0.0025,-0.0044,0.0072,0.0141,-0.0159
AFR,YRI,NA18516,NA18516,-0.0602,-0.0009,-0.0469,0.0208,-0.0292,-0.0037,-0.0154,-0.0209,0.0295,0.0279,0.0034,-0.0203,-0.0234,0.008,0.0028
AFR,YRI,NA18517,NA18517,-0.0571,-0.0098,0.016,0.002,0.0137,0.0271,0.0378,-0.0465,-0.0291,-0.0108,-0.0278,0.0186,-0.0274,0.0067,0.0284
AFR,YRI,NA18519,NA18519,-0.0635,0.0007,-0.0053,-0.0121,-0.0054,-0.002,-0.0178,-0.0033,0.0037,-0.0107,-0.0144,-0.0113,0.0493,-0.0138,-0.0178
AFR,YRI,NA18520,NA18520,-0.0611,-0.0028,0.0176,0.0165,0.0008,-0.0053,0.0419,0.0173,0.0433,0.034,-0.001,0.0097,-0.0153,-0.0256,-0.0216
AFR,YRI,NA18522,NA18522,-0.053,-0.0189,0.0095,0.0114,0.053,-0.0365,-0.0331,0.0248,-0.0566,0.0492,0.0624,-0.0047,0.0218,-0.0412,0.0005
AFR,YRI,NA18523,NA18523,-0.0489,-0.0267,0.0522,-0.0084,0.0474,-0.0193,-0.0126,-0.0117,0.0785,-0.0086,0.0474,0.0481,-0.0463,-0.0422,0.0415
AFR,YRI,NA18853,NA18853,-0.0621,-0.0105,0.0175,0.0123,-0.0339,-0.019,-0.0402,0.017,-0.0328,0.0028,-0.0179,-0.0285,0.0136,-0.0158,0.0247
AFR,YRI,NA18856,NA18856,-0.0566,-0.0439,0.0849,0.0399,-0.0528,0.0287,0.0153,0.0758,-0.0447,0.0194,-0.0337,-0.0162,0.0052,0.0097,0.0359
AFR,YRI,NA18858,NA18858,-0.0605,-0.0014,-0.0503,0.0297,-0.0266,0.0124,-0.0104,-0.0228,0.0176,0.0529,0.0303,-0.0233,0.0177,-0.0146,-0.0392
AFR,YRI,NA18861,NA18861,-0.0534,0.0139,0.0006,0.0139,-0.0204,-0.0232,-0.0107,0.0104,0.0463,0.0137,0.0021,0.0014,-0.0161,-0.0136,0.015
AFR,YRI,NA18864,NA18864,-0.0599,-0.034,0.0042,0.0412,-0.0438,0.0174,-0.0063,0.0062,-0.0224,0.013,0.0177,0.0025,-0.0157,0.0184,-0.0017
AFR,YRI,NA18865,NA18865,-0.0611,-0.0028,0.0176,0.0165,0.0008,-0.0053,0.0419,0.0173,0.0433,0.034,-0.001,0.0097,-0.0153,-0.0256,-0.0216
AFR,YRI,NA18867,NA18867,-0.0534,-0.022,0.0067,-0.0213,0.0349,-0.0116,-0.0652,0.0373,-0.0843,0.0298,-0.0059,-0.0631,0.0044,0.0398,-0.0665
AFR,YRI,NA18868,NA18868,-0.0565,-0.0082,0.0274,0.0248,-0.0181,-0.0406,-0.0278,0.0261,-0.0298,-0.0101,0.0039,0.0171,0.0378,-0.0198,0.0192
AFR,YRI,NA18870,NA18870,-0.0643,-0.0244,0.0358,0.0205,-0.0204,0.0032,0.0079,0.0294,-0.0306,0.0099,-0.0177,-0.0015,0.0059,0.0021,-0.0136
AFR,YRI,NA18871,NA18871,-0.0632,0.0007,-0.0085,-0.0084,0.0014,-0.015,-0.0089,-0.02,-0.0139,-0.017,-0.0058,-0.0015,0.0063,0.0084,0.0093
AFR,YRI,NA18873,NA18873,-0.0541,-0.0196,0.0352,0.0305,0.0168,0.0564,0.0819,0.0039,-0.0025,0.0263,0.0766,0.0661,0.0282,-0.0262,-0.0567
AFR,YRI,NA18874,NA18874,-0.0662,-0.0015,-0.0062,-0.0056,-0.003,-0.0138,-0.0087,-0.0151,-0.0124,-0.0085,-0.0021,-0.0115,0.0167,0.0002,-0.0143
AFR,YRI,NA18876,NA18876,-0.0575,0.0004,-0.0355,0.0255,-0.0496,0.0003,-0.018,-0.0092,0.0442,0.0205,0.0112,-0.0436,0.0002,0.0106,0.0294
AFR,YRI,NA18877,NA18877,-0.061,-0.0348,0.0527,0.0314,-0.0129,0.0469,0.0533,0.0364,-0.0318,0.031,0.0049,0.0126,0.0269,0.0017,-0.0336
AFR,YRI,NA18878,NA18878,-0.0591,-0.0435,0.0417,-0.0153,-0.0396,0.0148,0.0663,0.0406,-0.0316,0.014,-0.0107,0.0337,-0.0111,0.0076,-0.0068
