region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,LWK,NA19454,NA19454,0.0606056408279415,-0.0010031449718511242,-0.0723,-0.0045,0.0022,-0.0003,-0.0037,-0.0233,-0.0112,0.0209,-0.0037,-0.0193,-0.0366,0.0395,-0.012
AFR,LWK,NA19455,NA19455,0.06079789840894009,-0.001210598635469221,-0.0581,0.0002,0.0097,-0.0214,-0.0024,-0.044,-0.0377,-0.0516,0.015,0.0024,0.0117,0.0369,0.0428
AFR,LWK,NA19456,NA19456,0.06191114714012812,0.0017492454926071642,-0.0556,-0.0093,0.0005,0.0088,0.0014,-0.032,0.0208,0.0164,0.0468,0.0058,0.0041,-0.0404,0.0346
AFR,LWK,NA19457,NA19457,0.06175538729327817,-0.0023477947647138793,-0.0656,-0.0052,-0.0025,0.0014,-0.0102,-0.0047,-0.0186,-0.0127,0.0084,-0.0339,-0.0331,0.0015,-0.0178
AFR,LWK,NA19461,NA19461,0.06075610918173645,-0.002309804558165111,-0.0771,-0.0033,-0.0089,-0.0115,0.0384,-0.0015,0.0291,-0.0022,-0.0013,0.0027,-0.0183,-0.0435,0.0349
AFR,LWK,NA19462,NA19462,0.061777028143080046,0.0008536942128744948,-0.0622,-0.0108,-0.0053,-0.0031,-0.0051,-0.0858,0.0118,0.0081,0.0034,0.1066,-0.0478,0.0226,0.0264
AFR,LWK,NA19463,NA19463,0.060066858291494496,0.000618494130544885,-0.0774,-0.0089,0.0077,-0.0063,-0.0127,0.0077,0.0075,0.0095,0.0272,-0.0515,0.0102,0.0018,-0.0369
AFR,LWK,NA19466,NA19466,0.06036284270430214,0.0005071692574260835,-0.0889,-0.0023,0.0183,-0.0083,0.0085,0.0013,0.0076,0.0215,0.0419,0.0551,0.0118,0.0088,0.0089
AFR,LWK,NA19467,NA19467,0.0602868622912046,-0.0014913869656573522,-0.084,-0.0155,-0.0072,-0.0016,-0.0366,0.0237,-0.0143,-0.041,-0.0232,0.0189,0.0383,0.0388,-0.0465
AFR,LWK,NA19468,NA19468,0.0609738066331918,0.0007841585669593372,-0.0825,0.0081,0.0143,-0.0088,-0.013,-0.0347,0.0358,0.0246,0.031,0.0277,-0.0088,0.0097,-0.0289
AFR,LWK,NA19471,NA19471,0.061171016508972643,-0.001925289396167931,-0.0787,-0.0109,0.0082,-0.0011,-0.0106,0.0145,-0.0328,0.0335,-0.0167,0.0344,-0.0349,-0.0618,-0.0575
